Night Trap,19.99,109.99,479.99,010086049039,14741,http://videogames.pricecharting.com/game/sega-cd/night-trap 
Novastorm,69.99,124.99,229.99,053203013315,14742,http://videogames.pricecharting.com/game/sega-cd/novastorm 
Panic,44.99,94.99,169.99,013252016002,14743,http://videogames.pricecharting.com/game/sega-cd/panic 
Pitfall,24.99,29.99,109.99,047875440166,12983,http://videogames.pricecharting.com/game/sega-cd/pitfall 
Popful Mail,364.99,539.99,974.99,735366270353,14744,http://videogames.pricecharting.com/game/sega-cd/popful-mail 
Power Factory Featuring C&C Music Factory,11.99,19.99,29.99,090451601055,14696,http://videogames.pricecharting.com/game/sega-cd/power-factory-featuring-c%26c-music-factory 
Powermonger,13.99,24.99,34.99,014633072440,14746,http://videogames.pricecharting.com/game/sega-cd/powermonger 
Prince of Persia,15.99,79.99,94.99,010086046526,13729,http://videogames.pricecharting.com/game/sega-cd/prince-of-persia 
Prize Fighter,7.99,11.99,12.99,010086042061,12986,http://videogames.pricecharting.com/game/sega-cd/prize-fighter 
Puggsy,24.99,49.99,94.99,053203009981,14747,http://videogames.pricecharting.com/game/sega-cd/puggsy 
Racing Aces,8.99,12.99,34.99,010086046076,14748,http://videogames.pricecharting.com/game/sega-cd/racing-aces 
Radical Rex,179.99,429.99,729.99,,14749,http://videogames.pricecharting.com/game/sega-cd/radical-rex 
RDF Global Conflict,19.99,29.99,64.99,018706621948,14750,http://videogames.pricecharting.com/game/sega-cd/rdf-global-conflict 
Record of Lodoss War,ND,ND,ND,,,http://videogames.pricecharting.com/game/sega-cd/record-of-lodoss-war 
Revenge of the Ninja,44.99,44.99,84.99,720238103303,14752,http://videogames.pricecharting.com/game/sega-cd/revenge-of-the-ninja 
Revengers of Vengeance,89.99,114.99,164.99,027479617942,14178,http://videogames.pricecharting.com/game/sega-cd/revengers-of-vengeance 
Rise of the Dragon,19.99,39.99,54.99,020626436045,12565,http://videogames.pricecharting.com/game/sega-cd/rise-of-the-dragon 
Road Avenger,24.99,149.99,274.99,720238102801,14753,http://videogames.pricecharting.com/game/sega-cd/road-avenger 
Road Rash,64.99,99.99,179.99,014633072518,14754,http://videogames.pricecharting.com/game/sega-cd/road-rash 
Robo Aleste,114.99,159.99,249.99,031763092803,14755,http://videogames.pricecharting.com/game/sega-cd/robo-aleste 
Rock Paintings and Hot Hits,7.99,8.99,18.99,,21086,http://videogames.pricecharting.com/game/sega-cd/rock-paintings-and-hot-hits 
Samurai Shodown,89.99,204.99,364.99,009119940627,14756,http://videogames.pricecharting.com/game/sega-cd/samurai-shodown 
Sega CD Game Console,ND,ND,ND,,,http://videogames.pricecharting.com/game/sega-cd/sega-cd-game-console 
Sega Classics Arcade Collection,11.99,14.99,29.99,,21085,http://videogames.pricecharting.com/game/sega-cd/sega-classics-arcade-collection 
Sensible Soccer,ND,ND,ND,,,http://videogames.pricecharting.com/game/sega-cd/sensible-soccer 
Sewer Shark,4.99,39.99,149.99,090451601031,13719,http://videogames.pricecharting.com/game/sega-cd/sewer-shark 
Shadow of the Beast II,49.99,99.99,154.99,053203011380,14758,http://videogames.pricecharting.com/game/sega-cd/shadow-of-the-beast-ii 
Shadowrun,ND,ND,ND,,,http://videogames.pricecharting.com/game/sega-cd/shadowrun 
Sherlock Holmes Volume I,3.99,10.99,19.99,,12994,http://videogames.pricecharting.com/game/sega-cd/sherlock-holmes-volume-i 
Sherlock Holmes Volume II,6.99,24.99,49.99,010086046533,12995,http://videogames.pricecharting.com/game/sega-cd/sherlock-holmes-volume-ii 
Shining Force CD,199.99,324.99,504.99,010086046564,14761,http://videogames.pricecharting.com/game/sega-cd/shining-force-cd 
Shin Megami Tensei,ND,ND,ND,,,http://videogames.pricecharting.com/game/sega-cd/shin-megami-tensei 
Silpheed,19.99,29.99,44.99,010086044232,13957,http://videogames.pricecharting.com/game/sega-cd/silpheed 
Slam City,24.99,54.99,89.99,782346027117,14762,http://videogames.pricecharting.com/game/sega-cd/slam-city 
Snatcher,644.99,1134.99,1994.99,083717165026,14763,http://videogames.pricecharting.com/game/sega-cd/snatcher 
Sol-Feace,10.99,18.99,29.99,,14764,http://videogames.pricecharting.com/game/sega-cd/sol-feace 
Sonic CD,39.99,64.99,199.99,010086044072,12991,http://videogames.pricecharting.com/game/sega-cd/sonic-cd 
Soulstar,109.99,159.99,369.99,031763075806,14765,http://videogames.pricecharting.com/game/sega-cd/soulstar 
Space Ace,34.99,59.99,104.99,092667850081,14766,http://videogames.pricecharting.com/game/sega-cd/space-ace 
Space Adventure Cobra Legendary Bandit,ND,ND,ND,,,http://videogames.pricecharting.com/game/sega-cd/space-adventure-cobra-legendary-bandit 
Spiderman vs Kingpin,39.99,59.99,124.99,010086044126,12984,http://videogames.pricecharting.com/game/sega-cd/spiderman-vs-kingpin 
Starblade,39.99,79.99,149.99,722674020374,14768,http://videogames.pricecharting.com/game/sega-cd/starblade 
Star Wars Chess,24.99,39.99,69.99,050047115014,13959,http://videogames.pricecharting.com/game/sega-cd/star-wars-chess 
Star Wars Rebel Assault,19.99,24.99,44.99,009119930581,14470,http://videogames.pricecharting.com/game/sega-cd/star-wars-rebel-assault 
Stellar Fire,9.99,13.99,24.99,020626856331020626436168,14769,http://videogames.pricecharting.com/game/sega-cd/stellar-fire 
Supreme Warrior,29.99,29.99,59.99,782346024116,14770,http://videogames.pricecharting.com/game/sega-cd/supreme-warrior 
Surgical Strike,13.99,19.99,29.99,010086044355,13096,http://videogames.pricecharting.com/game/sega-cd/surgical-strike 
The Secret of Monkey Island,34.99,79.99,84.99,009119920537,14772,http://videogames.pricecharting.com/game/sega-cd/the-secret-of-monkey-island 
The Smurfs,ND,ND,ND,,,http://videogames.pricecharting.com/game/sega-cd/the-smurfs 
The Terminator,ND,ND,ND,,,http://videogames.pricecharting.com/game/sega-cd/the-terminator 
The Third World War,11.99,34.99,59.99,027479900020,14773,http://videogames.pricecharting.com/game/sega-cd/the-third-world-war 
Time Gal,39.99,179.99,214.99,720238103105,12985,http://videogames.pricecharting.com/game/sega-cd/time-gal 
Tomcat Alley,4.99,12.99,29.99,010086044294,14774,http://videogames.pricecharting.com/game/sega-cd/tomcat-alley 
Trivial Pursuit,7.99,12.99,24.99,073000440251,14775,http://videogames.pricecharting.com/game/sega-cd/trivial-pursuit 
Ultraverse Prime/Microcosm,54.99,74.99,94.99,735009224705,14777,http://videogames.pricecharting.com/game/sega-cd/ultraverse-primemicrocosm 
Urusei Yatsura My Dear Friends,9.99,18.99,34.99,,14778,http://videogames.pricecharting.com/game/sega-cd/urusei-yatsura-my-dear-friends 
Vay,109.99,174.99,229.99,735366270254,14646,http://videogames.pricecharting.com/game/sega-cd/vay 
Waurau Salesman,-.01,-.01,-.01,,69343,http://videogames.pricecharting.com/game/sega-cd/waurau-salesman 
Wheel of Fortune,9.99,19.99,39.99,090451606074,14780,http://videogames.pricecharting.com/game/sega-cd/wheel-of-fortune 
Who Shot Johnny Rock,18.99,24.99,34.99,767861000098,14781,http://videogames.pricecharting.com/game/sega-cd/who-shot-johnny-rock 
Wild Woody,69.99,154.99,279.99,010086044409,14782,http://videogames.pricecharting.com/game/sega-cd/wild-woody 
Wing Commander,11.99,24.99,44.99,017814772719,14783,http://videogames.pricecharting.com/game/sega-cd/wing-commander 
Wirehead,34.99,49.99,59.99,010086044379,14784,http://videogames.pricecharting.com/game/sega-cd/wirehead 
Wolfchild,34.99,99.99,144.99,009119920544,14785,http://videogames.pricecharting.com/game/sega-cd/wolfchild 
Wonderchild,ND,ND,ND,,,http://videogames.pricecharting.com/game/sega-cd/wonderchild 
Wonder Dog,19.99,99.99,184.99,009119920520,13731,http://videogames.pricecharting.com/game/sega-cd/wonder-dog 
World Cup USA 94,19.99,29.99,44.99,743175790252,14787,http://videogames.pricecharting.com/game/sega-cd/world-cup-usa-94 
WWF Rage in the Cage,24.99,34.99,49.99,734549003030,12993,http://videogames.pricecharting.com/game/sega-cd/wwf-rage-in-the-cage 
Yumemi Mystery Mansion,59.99,64.99,134.99,,69344,http://videogames.pricecharting.com/game/sega-cd/yumemi-mystery-mansion 
